Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2004,Incremento20032004,Floresta2004,Nuvem2004,NaoObservado2004,NaoFloresta2004,Hidrografia2004,Soma 
 29,-4.50575,-68.24058,S 4 30 20.70,O 68 14 26.09,Jutaí,1302306,AM,71756,221.1,1.1,70263.0,5.9,6.9,97.6,1161.5,100
 30,-3.37471,-66.45025,S 3 22 28.96,O 66 27 0.90,Juruá,1302207,AM,19849,135.0,0.5,18765.3,64.5,8.9,142.1,733.2,99
 31,-1.38598,-68.79404,S 1 23 9.53,O 68 47 38.54,Japurá,1302108,AM,57555,48.1,0.4,55869.3,16.5,98.3,2.6,1520.2,99
 32,-2.54458,-58.65656,S 2 32 40.49,O 58 39 23.62,Itapiranga,1302009,AM,4245,131.3,1.2,3785.7,0.0,0.0,155.6,172.4,100
 33,-6.72683,-67.90389,S 6 43 36.59,O 67 54 14.00,Itamarati,1301951,AM,26042,112.8,0.6,25635.6,0.3,1.5,3.3,288.5,100
 34,-3.13511,-58.81276,S 3 8 6.40,O 58 48 45.94,Itacoatiara,1301902,AM,8927,1634.0,29.9,4797.6,0.0,0.5,829.3,1665.6,100
 35,-3.08591,-60.66479,S 3 5 9.28,O 60 39 53.24,Iranduba,1301852,AM,2229,454.6,5.9,1337.6,0.1,0.0,132.9,303.8,99
 36,-7.14334,-71.42004,S 7 8 36.02,O 71 25 12.14,Ipixuna,1301803,AM,12595,189.8,15.1,12267.8,0.0,0.6,66.6,70.2,100
 37,-7.51084,-62.59920,S 7 30 39.02,O 62 35 57.12,Humaitá,1301704,AM,33428,606.6,14.5,28918.8,0.0,2.1,3116.3,784.2,100
 38,-7.25158,-72.74345,S 7 15 5.69,O 72 44 36.42,Guajará,1301654,AM,7984,441.7,42.0,7328.2,0.0,0.0,206.9,7.2,100
 39,-2.54594,-66.91330,S 2 32 45.38,O 66 54 47.88,Fonte Boa,1301605,AM,12392,94.1,0.1,11309.1,20.1,2.1,154.1,812.5,100
 40,-7.61678,-70.19515,S 7 37 0.41,O 70 11 42.54,Envira,1301506,AM,7793,206.7,17.1,7518.1,0.0,5.3,0.1,62.8,100
 41,-7.04074,-70.12601,S 7 2 26.66,O 70 7 33.64,Eirunepé,1301407,AM,15608,356.7,7.3,14891.9,0.3,5.3,172.1,181.7,99
 42,-3.12907,-63.20401,S 3 7 44.65,O 63 12 14.44,Codajás,1301308,AM,18944,253.9,3.2,16517.6,0.0,2.5,729.2,1440.8,100
 43,-4.03545,-63.53466,S 4 2 7.62,O 63 32 4.78,Coari,1301209,AM,58828,751.1,4.5,54490.2,0.4,1.4,823.1,2761.8,100
 44,-3.30477,-59.55597,S 3 18 17.17,O 59 33 21.49,Careiro da Várzea,1301159,AM,2641,445.7,8.1,859.3,0.0,0.2,707.8,628.0,100
 45,-3.74900,-60.14701,S 3 44 56.40,O 60 8 49.24,Careiro,1301100,AM,6127,1073.6,10.9,4649.3,0.0,6.5,80.7,316.9,99
 46,-5.17242,-67.49476,S 5 10 20.71,O 67 29 41.14,Carauari,1301001,AM,26469,282.6,1.1,25707.4,59.3,7.1,12.7,399.9,100
 47,-7.45596,-63.90278,S 7 27 21.46,O 63 54 10.01,Canutama,1300904,AM,30278,669.3,59.8,28318.1,0.0,5.5,988.3,296.8,100
 48,-3.05460,-61.93934,S 3 3 16.56,O 61 56 21.62,Caapiranga,1300839,AM,9550,230.0,2.5,8710.4,0.0,0.1,181.9,427.6,100
 49,-5.33176,-59.23777,S 5 19 54.34,O 59 14 15.97,Borba,1300805,AM,44452,489.6,8.8,41524.2,0.0,13.0,586.5,1838.7,99
 50,-8.81858,-68.00168,S 8 49 6.89,O 68 0 6.05,Boca do Acre,1300706,AM,22595,1768.2,131.4,20642.5,0.0,1.9,58.4,124.0,100
 51,-3.15669,-57.90464,S 3 9 24.08,O 57 54 16.70,Boa Vista do Ramos,1300680,AM,2588,196.7,0.3,1132.8,0.0,0.0,852.8,405.7,100
 52,-4.54242,-61.73805,S 4 32 32.71,O 61 44 16.98,Beruri,1300631,AM,17411,199.4,2.1,15750.5,0.0,2.2,886.1,572.8,100
 53,-5.49767,-70.32124,S 5 29 51.61,O 70 19 16.46,Benjamin Constant,1300607,AM,9146,182.0,0.3,8742.3,0.3,16.6,0.0,204.8,100
 54,-3.13292,-57.23915,S 3 7 58.51,O 57 14 20.94,Barreirinha,1300508,AM,5760,739.2,3.7,3656.1,0.0,0.0,408.6,956.1,99
 55,-0.14071,-63.18572,S 0 8 26.56,O 63 11 8.59,Barcelos,1300409,AM,124163,192.5,4.7,102167.9,187.0,55.6,17060.1,4499.9,100
 56,-3.83163,-59.45109,S 3 49 53.87,O 59 27 3.92,Autazes,1300300,AM,7636,1099.4,25.0,5056.3,0.0,0.1,464.3,1015.9,100
 57,-5.67098,-71.72825,S 5 40 15.53,O 71 43 41.70,Atalaia do Norte,1300201,AM,80005,227.4,2.8,79039.5,11.7,314.0,16.5,395.9,99
 58,-7.59202,-59.44152,S 7 35 31.27,O 59 26 29.47,Apuí,1300144,AM,54490,1230.0,132.4,52415.6,0.0,15.2,625.0,204.2,100
 59,-4.15477,-62.08065,S 4 9 17.17,O 62 4 50.34,Anori,1300102,AM,5852,75.1,1.1,4701.3,0.0,0.3,640.6,434.7,100
 60,-3.47332,-61.67090,S 3 28 23.95,O 61 40 15.24,Anamã,1300086,AM,2473,191.7,0.3,2027.7,0.0,0.0,34.6,219.0,100
 61,-3.42104,-68.34925,S 3 25 15.74,O 68 20 57.30,Amaturá,1300060,AM,4903,110.3,0.8,4356.6,0.1,0.0,222.4,213.6,100
 62,-3.67425,-65.34586,S 3 40 27.30,O 65 20 45.10,Alvarães,1300029,AM,6027,290.8,1.5,5570.6,0.0,0.0,38.0,127.6,100
